system_id,y2023_total_r,y2023_pf_r,y2024_total_r,y2024_pf_r,recent_total_r,recent_pf_r,positive_fold_count
fullhist_failed_gap_mtd1,18.40022322618652,1.2481147393820808,-6.195607253365995,0.9223239963832701,7.547178050343275,1.0773337199195439,2
fullhist_failed_gap_mtd2,16.734727597853805,1.2112693531953271,-7.177880860540849,0.9148644755720328,12.134137866742531,1.1178217595397015,2
fullhist_failed_only,11.279036431212155,1.2100255757324845,-7.838663785783391,0.8756981358421606,19.10749899291833,1.2564714814948998,2
fullhist_gap_only,12.211874128748253,1.3727013496162896,7.789210254528095,1.2960390783368798,1.306923882982659,1.028720272070243,3
recent_failed_gap_mtd1,4.994426959913756,1.0445343778709608,-14.26209861964843,0.8803591455259987,47.7194723232032,1.341490084799487,2
recent_failed_gap_mtd2,-4.012349281459449,0.9682816108910473,-14.536077236654041,0.8893477111185013,52.64386495901442,1.3488847820275027,1
recent_failed_only,-7.559205085401032,0.9297901634791813,-11.574859312331803,0.8949127895939346,51.13481259216039,1.3900019882120433,1
recent_gap_only,3.836553257671998,1.1480080726784698,-0.8885718596996104,0.9661998630261972,12.435393662445696,1.3697704827006987,2
recent_opening_full_mtd1,17.646505812503733,1.1346216903765416,-6.905058115263211,0.9515434503582217,31.707914355216946,1.1844592175456823,2
recent_opening_full_mtd2,0.7053981547475034,1.0036438796471865,-25.064258240135416,0.87750138694525,60.210570023601534,1.261783499319556,2
recent_opening_no_continuation,-12.924995076018835,0.9250045478384062,-30.154607195513286,0.8402400867100001,67.49124375160143,1.3443476797552147,1
recent_opening_no_retest,0.8314046900229295,1.0043845587268918,-17.713451797197614,0.9103063823631858,60.38270059936208,1.2660930498982563,2
recent_prior_day_only,-7.62835401595382,0.7779774451870243,2.7904795605620842,1.0971230815217135,13.952036570418471,1.4838654238300022,2
recent_trap_trio_mtd1,6.635351438030091,1.0560990961848704,-11.055847681352455,0.9098207141179246,51.82921794142066,1.3630065744357829,2
recent_trap_trio_mtd2,-14.951206703618663,0.904022571252096,-13.499486750358976,0.9111823900921368,69.05727748217748,1.4095357083574582,1
